Latitude/Longitude,Temperature (F),Temp min (F),Temp max (F),Precipitation (In),Precip Type,Humidity,Wind speed (Mph),Wind gust (Mph),Wind direction (cardinal),CAD 911 Number,Zone Number,ESZ,Date & Time,Event
27.34076849562474/-82.154246879885,81,77,90,0.0,,78.78,14.715000000000002,20.52,110.0,N60,N60,560,2027-09-15 22:40:00,Olivia
27.42519527588937/-82.593902809873,81,76,90,0.0,,77.19,17.28,21.195,110.0,W40,W40,340,2027-09-15 22:40:00,Olivia
27.43718857770742/-82.49526276632398,81,76,90,0.0,,77.12,17.415000000000003,21.195,110.0,E50,E50,150,2027-09-15 22:40:00,Olivia
27.48566734980852/-82.57935903047095,81,77,90,0.0,,77.05,17.685000000000002,21.195,110.0,W10,W10,310,2027-09-15 22:40:00,Olivia
27.50413881751056/-82.64579861863763,81,77,90,0.0,,76.94,18.225,28.080000000000002,109.0,W60,W60,360,2027-09-15 22:40:00,Olivia
27.4113915222411/-82.63641742330496,81,76,90,0.0,,77.16,17.55,28.080000000000002,110.0,W95,W95,395,2027-09-15 22:40:00,Olivia
27.48091629798749/-82.43623531900593,81,77,90,0.0,,76.95,17.82,21.195,109.0,N70,N70,570,2027-09-15 22:40:00,Olivia
27.45564167051887/-82.57125875181734,81,76,90,0.0,,77.13,17.415000000000003,21.195,110.0,W20,W20,320,2027-09-15 22:40:00,Olivia
27.46814086298033/-82.70183801706406,81,77,90,0.0,,76.94,18.225,28.080000000000002,109.0,W90,W90,399,2027-09-15 22:40:00,Olivia
27.57521237910287/-82.52810297841918,82,78,90,0.0,,76.71,19.035,21.195,108.0,N20,N20,520,2027-09-15 22:40:00,Olivia
27.4920066298147/-82.50196786939364,81,77,90,0.0,,77.0,17.685000000000002,21.195,109.0,E40,E40,140,2027-09-15 22:40:00,Olivia
27.42497082223545/-82.53885956314242,81,75,90,0.0,,77.13,17.28,21.195,110.0,E20,E20,120,2027-09-15 22:40:00,Olivia
27.41355422392606/-82.42773936740639,81,76,90,0.0,,77.11,17.82,21.195,110.0,N80,N80,580,2027-09-15 22:40:00,Olivia
27.4079906908935/-82.49381870885438,82,77,91,0.0,,74.28,15.525,29.565,110.0,E60,E60,160,2027-09-15 21:20:00,Olivia
27.40958230929196/-82.56607332708364,82,77,91,0.0,,74.28,15.390000000000002,29.565,110.0,E30,E30,130,2027-09-15 21:20:00,Olivia
27.57521237910287/-82.52810297841918,83,78,91,0.0,,74.67,18.900000000000002,29.565,105.0,N20,N20,520,2027-09-15 21:20:00,Olivia
27.42519527588937/-82.593902809873,82,77,91,0.0,,74.28,15.525,29.565,110.0,W40,W40,340,2027-09-15 21:20:00,Olivia
27.41355422392606/-82.42773936740639,82,77,91,0.0,,74.3,16.065,29.565,109.0,N80,N80,580,2027-09-15 21:20:00,Olivia
27.34076849562474/-82.154246879885,82,76,92,0.0,,76.99,14.175,29.565,106.0,N60,N60,560,2027-09-15 21:20:00,Olivia
27.51631940991088/-82.32950123468633,82,78,91,0.0,,74.68,17.82,29.565,106.0,N40,N40,540,2027-09-15 21:20:00,Olivia
27.43718857770742/-82.49526276632398,82,77,91,0.0,,74.29,15.66,29.565,110.0,E50,E50,150,2027-09-15 21:20:00,Olivia
27.48091629798749/-82.43623531900593,82,77,91,0.0,,74.46,16.740000000000002,29.565,108.0,N70,N70,570,2027-09-15 21:20:00,Olivia
27.58244732780023/-82.47046351483293,83,78,91,0.0,,74.73,18.765,29.565,104.0,N30,N30,530,2027-09-15 21:20:00,Olivia
27.57521237910287/-82.58438613832386,83,78,91,0.0,,74.65,19.17,29.565,105.0,N10,N10,510,2027-09-15 21:20:00,Olivia
27.42497082223545/-82.53885956314242,82,77,91,0.0,,74.28,15.525,29.565,110.0,E20,E20,120,2027-09-15 21:20:00,Olivia
27.50413881751056/-82.64579861863763,82,77,91,0.0,,74.47,17.28,29.565,107.0,W60,W60,360,2027-09-15 21:20:00,Olivia
27.55013563136573/-82.17022585799779,82,77,91,0.0,,74.96,16.200000000000003,29.565,106.0,N50,N50,550,2027-09-15 21:20:00,Olivia
27.45564167051887/-82.57125875181734,82,77,91,0.0,,74.32,15.66,29.565,109.0,W20,W20,320,2027-09-15 21:20:00,Olivia
27.51337266681446/-82.7160042494716,82,78,91,0.0,,74.56,18.225,29.565,106.0,W80,W80,380,2027-09-15 21:20:00,Olivia
27.48534636382016/-82.54659978322104,82,77,91,0.0,,74.37,16.200000000000003,29.565,109.0,E10,E10,110,2027-09-15 21:20:00,Olivia
27.46814086298033/-82.70183801706406,82,77,91,0.0,,74.47,17.145,29.565,107.0,W90,W90,399,2027-09-15 21:20:00,Olivia
27.4113915222411/-82.63641742330496,82,77,91,0.0,,74.29,15.795,29.565,110.0,W95,W95,395,2027-09-15 21:20:00,Olivia
27.43756032249264/-82.56105489081881,82,77,91,0.0,,74.28,15.525,29.565,110.0,W30,W30,330,2027-09-15 21:20:00,Olivia
27.44964845888914/-82.63872640241588,82,77,91,0.0,,74.36,16.200000000000003,29.565,109.0,W50,W50,350,2027-09-15 21:20:00,Olivia
27.4920066298147/-82.50196786939364,82,77,91,0.0,,74.41,16.47,29.565,108.0,E40,E40,140,2027-09-15 21:20:00,Olivia
27.48566734980852/-82.57935903047095,82,77,91,0.0,,74.38,16.200000000000003,29.565,109.0,W10,W10,310,2027-09-15 21:20:00,Olivia
27.52844207484047/-82.73131060040626,83,78,91,0.0,,74.6,18.765,29.565,105.0,W70,W70,370,2027-09-15 21:20:00,Olivia
27.46814086298033/-82.70183801706406,84,77,91,0.0,,72.57,17.145,23.49,93.0,W90,W90,399,2027-09-15 20:00:00,Olivia
27.55013563136573/-82.17022585799779,83,77,91,0.0,,71.93,16.200000000000003,16.065,94.0,N50,N50,550,2027-09-15 20:00:00,Olivia
27.51337266681446/-82.7160042494716,84,78,91,0.0,,72.8,18.225,23.49,94.0,W80,W80,380,2027-09-15 20:00:00,Olivia
27.43718857770742/-82.49526276632398,84,77,91,0.0,,72.31,15.66,16.065,90.0,E50,E50,150,2027-09-15 20:00:00,Olivia
27.50413881751056/-82.64579861863763,84,77,91,0.0,,72.59,17.28,23.49,93.0,W60,W60,360,2027-09-15 20:00:00,Olivia
27.48534636382016/-82.54659978322104,84,77,91,0.0,,72.38,16.200000000000003,16.065,91.0,E10,E10,110,2027-09-15 20:00:00,Olivia
27.48566734980852/-82.57935903047095,84,77,91,0.0,,72.39,16.200000000000003,16.065,91.0,W10,W10,310,2027-09-15 20:00:00,Olivia
27.42519527588937/-82.593902809873,84,77,91,0.0,,72.27,15.525,16.065,90.0,W40,W40,340,2027-09-15 20:00:00,Olivia
27.43756032249264/-82.56105489081881,84,77,91,0.0,,72.26,15.525,16.065,90.0,W30,W30,330,2027-09-15 20:00:00,Olivia
27.51631940991088/-82.32950123468633,84,78,91,0.0,,72.61,17.82,16.065,94.0,N40,N40,540,2027-09-15 20:00:00,Olivia
27.34076849562474/-82.154246879885,83,76,92,0.0,,74.83,14.850000000000001,17.28,94.0,N60,N60,560,2027-09-15 20:00:00,Olivia
27.4920066298147/-82.50196786939364,84,77,91,0.0,,72.42,16.47,16.065,92.0,E40,E40,140,2027-09-15 20:00:00,Olivia
27.41355422392606/-82.42773936740639,84,77,91,0.0,,72.41,16.065,16.065,91.0,N80,N80,580,2027-09-15 20:00:00,Olivia
27.4079906908935/-82.49381870885438,84,77,91,0.0,,72.28,15.525,16.065,90.0,E60,E60,160,2027-09-15 20:00:00,Olivia
27.40958230929196/-82.56607332708364,83,77,91,0.0,,72.24,15.390000000000002,16.065,90.0,E30,E30,130,2027-09-15 20:00:00,Olivia
27.44964845888914/-82.63872640241588,84,77,91,0.0,,72.37,16.200000000000003,23.49,91.0,W50,W50,350,2027-09-15 20:00:00,Olivia
27.57521237910287/-82.58438613832386,84,78,91,0.0,,72.98,19.17,16.065,95.0,N10,N10,510,2027-09-15 20:00:00,Olivia
27.48091629798749/-82.43623531900593,84,77,91,0.0,,72.46,16.740000000000002,16.065,92.0,N70,N70,570,2027-09-15 20:00:00,Olivia
27.52844207484047/-82.73131060040626,84,78,91,0.0,,72.9,18.765,23.49,95.0,W70,W70,370,2027-09-15 20:00:00,Olivia
27.4113915222411/-82.63641742330496,84,77,91,0.0,,72.33,15.795,23.49,90.0,W95,W95,395,2027-09-15 20:00:00,Olivia
27.58244732780023/-82.47046351483293,84,78,91,0.0,,72.83,18.765,16.065,96.0,N30,N30,530,2027-09-15 20:00:00,Olivia
27.57521237910287/-82.52810297841918,84,78,91,0.0,,72.88,18.900000000000002,16.065,95.0,N20,N20,520,2027-09-15 20:00:00,Olivia
27.45564167051887/-82.57125875181734,84,77,91,0.0,,72.29,15.66,16.065,91.0,W20,W20,320,2027-09-15 20:00:00,Olivia
27.42497082223545/-82.53885956314242,83,77,91,0.0,,72.25,15.525,16.065,90.0,E20,E20,120,2027-09-15 20:00:00,Olivia
27.43718857770742/-82.49526276632398,84,77,91,0.0,,68.2,11.475000000000001,14.850000000000001,81.0,E50,E50,150,2027-09-15 18:40:00,Olivia
27.55013563136573/-82.17022585799779,84,77,91,0.0,,68.34,12.15,13.635,89.0,N50,N50,550,2027-09-15 18:40:00,Olivia
27.4113915222411/-82.63641742330496,84,77,91,0.0,,68.24,11.61,23.22,81.0,W95,W95,395,2027-09-15 18:40:00,Olivia
27.48566734980852/-82.57935903047095,85,77,91,0.0,,68.42,12.42,14.850000000000001,83.0,W10,W10,310,2027-09-15 18:40:00,Olivia
27.51631940991088/-82.32950123468633,85,78,91,0.0,,69.06,15.390000000000002,13.635,89.0,N40,N40,540,2027-09-15 18:40:00,Olivia
27.41355422392606/-82.42773936740639,85,77,91,0.0,,68.37,12.15,14.850000000000001,82.0,N80,N80,580,2027-09-15 18:40:00,Olivia
27.50413881751056/-82.64579861863763,85,77,91,0.0,,68.82,14.31,23.22,85.0,W60,W60,360,2027-09-15 18:40:00,Olivia
27.52844207484047/-82.73131060040626,85,78,91,0.0,,69.41,17.01,23.22,90.0,W70,W70,370,2027-09-15 18:40:00,Olivia
27.48091629798749/-82.43623531900593,85,77,91,0.0,,68.6,13.230000000000002,14.850000000000001,84.0,N70,N70,570,2027-09-15 18:40:00,Olivia
27.58244732780023/-82.47046351483293,85,78,91,0.0,,69.43,17.145,14.850000000000001,91.0,N30,N30,530,2027-09-15 18:40:00,Olivia
27.44964845888914/-82.63872640241588,85,77,91,0.0,,68.37,12.15,23.22,82.0,W50,W50,350,2027-09-15 18:40:00,Olivia
27.4920066298147/-82.50196786939364,85,77,91,0.0,,68.5,12.825000000000001,14.850000000000001,83.0,E40,E40,140,2027-09-15 18:40:00,Olivia
27.42497082223545/-82.53885956314242,84,77,91,0.0,,68.11,10.935,14.850000000000001,80.0,E20,E20,120,2027-09-15 18:40:00,Olivia
27.34076849562474/-82.154246879885,84,76,92,0.0,,70.53,11.475000000000001,13.905000000000001,84.0,N60,N60,560,2027-09-15 18:40:00,Olivia
27.43756032249264/-82.56105489081881,84,77,91,0.0,,68.13,11.07,14.850000000000001,80.0,W30,W30,330,2027-09-15 18:40:00,Olivia
27.48534636382016/-82.54659978322104,85,77,91,0.0,,68.39,12.285,14.850000000000001,82.0,E10,E10,110,2027-09-15 18:40:00,Olivia
27.46814086298033/-82.70183801706406,85,77,91,0.0,,68.78,14.040000000000001,23.22,85.0,W90,W90,399,2027-09-15 18:40:00,Olivia
27.57521237910287/-82.52810297841918,85,78,91,0.0,,69.45,17.145,14.850000000000001,90.0,N20,N20,520,2027-09-15 18:40:00,Olivia
27.42519527588937/-82.593902809873,84,77,91,0.0,,68.14,11.07,14.850000000000001,80.0,W40,W40,340,2027-09-15 18:40:00,Olivia
27.40958230929196/-82.56607332708364,84,77,91,0.0,,68.09,10.935,14.850000000000001,80.0,E30,E30,130,2027-09-15 18:40:00,Olivia
27.4079906908935/-82.49381870885438,84,77,91,0.0,,68.16,11.205000000000002,14.850000000000001,80.0,E60,E60,160,2027-09-15 18:40:00,Olivia
27.51337266681446/-82.7160042494716,85,78,91,0.0,,69.21,16.065,23.22,88.0,W80,W80,380,2027-09-15 18:40:00,Olivia
27.45564167051887/-82.57125875181734,84,77,91,0.0,,68.21,11.475000000000001,14.850000000000001,81.0,W20,W20,320,2027-09-15 18:40:00,Olivia
27.57521237910287/-82.58438613832386,85,78,91,0.0,,69.58,17.685000000000002,14.850000000000001,91.0,N10,N10,510,2027-09-15 18:40:00,Olivia
27.57521237910287/-82.52810297841918,87,78,91,0.0,,65.56,12.825000000000001,15.12,91.0,N20,N20,520,2027-09-15 17:20:00,Olivia
27.41355422392606/-82.42773936740639,86,77,91,0.0,,63.41,9.990000000000002,15.12,73.0,N80,N80,580,2027-09-15 17:20:00,Olivia
27.43756032249264/-82.56105489081881,86,77,91,0.0,,63.07,9.450000000000001,15.12,70.0,W30,W30,330,2027-09-15 17:20:00,Olivia
27.4079906908935/-82.49381870885438,86,77,91,0.0,,63.18,9.450000000000001,15.12,71.0,E60,E60,160,2027-09-15 17:20:00,Olivia
27.45564167051887/-82.57125875181734,86,77,91,0.0,,63.26,9.72,15.12,72.0,W20,W20,320,2027-09-15 17:20:00,Olivia
27.55013563136573/-82.17022585799779,85,77,91,0.0,,65.2,11.340000000000002,11.205000000000002,87.0,N50,N50,550,2027-09-15 17:20:00,Olivia
27.58244732780023/-82.47046351483293,86,78,91,0.0,,65.72,12.96,15.12,92.0,N30,N30,530,2027-09-15 17:20:00,Olivia
27.42519527588937/-82.593902809873,86,77,91,0.0,,63.05,9.450000000000001,15.12,71.0,W40,W40,340,2027-09-15 17:20:00,Olivia
27.51337266681446/-82.7160042494716,86,78,91,0.0,,65.0,12.15,21.735000000000003,87.0,W80,W80,380,2027-09-15 17:20:00,Olivia
27.4113915222411/-82.63641742330496,86,77,91,0.0,,63.19,9.72,21.735000000000003,72.0,W95,W95,395,2027-09-15 17:20:00,Olivia
27.48534636382016/-82.54659978322104,86,77,91,0.0,,63.62,10.125,15.12,75.0,E10,E10,110,2027-09-15 17:20:00,Olivia
27.44964845888914/-82.63872640241588,86,77,91,0.0,,63.54,10.125,21.735000000000003,74.0,W50,W50,350,2027-09-15 17:20:00,Olivia
27.46814086298033/-82.70183801706406,86,77,91,0.0,,64.28,11.07,21.735000000000003,81.0,W90,W90,399,2027-09-15 17:20:00,Olivia
27.42497082223545/-82.53885956314242,86,77,91,0.0,,63.1,9.450000000000001,15.12,70.0,E20,E20,120,2027-09-15 17:20:00,Olivia
27.40958230929196/-82.56607332708364,86,77,91,0.0,,62.88,9.315000000000001,15.12,70.0,E30,E30,130,2027-09-15 17:20:00,Olivia
27.48091629798749/-82.43623531900593,86,77,91,0.0,,64.1,10.8,15.12,79.0,N70,N70,570,2027-09-15 17:20:00,Olivia
27.52844207484047/-82.73131060040626,87,78,91,0.0,,65.32,12.555000000000001,21.735000000000003,89.0,W70,W70,370,2027-09-15 17:20:00,Olivia
27.50413881751056/-82.64579861863763,86,77,91,0.0,,64.34,11.205000000000002,21.735000000000003,81.0,W60,W60,360,2027-09-15 17:20:00,Olivia
27.48566734980852/-82.57935903047095,86,77,91,0.0,,63.66,10.26,15.12,75.0,W10,W10,310,2027-09-15 17:20:00,Olivia
27.57521237910287/-82.58438613832386,87,78,91,0.0,,65.65,13.095,15.12,92.0,N10,N10,510,2027-09-15 17:20:00,Olivia
27.4920066298147/-82.50196786939364,86,77,91,0.0,,63.85,10.395000000000001,15.12,77.0,E40,E40,140,2027-09-15 17:20:00,Olivia
27.43718857770742/-82.49526276632398,86,77,91,0.0,,63.22,9.585,15.12,71.0,E50,E50,150,2027-09-15 17:20:00,Olivia
27.51631940991088/-82.32950123468633,86,78,91,0.0,,65.17,12.15,11.205000000000002,88.0,N40,N40,540,2027-09-15 17:20:00,Olivia
27.34076849562474/-82.154246879885,85,76,92,0.0,,65.78,9.990000000000002,13.905000000000001,82.0,N60,N60,560,2027-09-15 17:20:00,Olivia
27.48534636382016/-82.54659978322104,88,77,91,0.0,,59.46,11.340000000000002,19.035,90.0,E10,E10,110,2027-09-15 16:00:00,Olivia
27.43756032249264/-82.56105489081881,88,77,91,0.0,,59.09,10.935,19.035,90.0,W30,W30,330,2027-09-15 16:00:00,Olivia
27.57521237910287/-82.52810297841918,88,78,91,0.0,,60.95,12.690000000000001,19.035,90.0,N20,N20,520,2027-09-15 16:00:00,Olivia
27.4079906908935/-82.49381870885438,88,77,91,0.0,,59.17,10.935,19.035,90.0,E60,E60,160,2027-09-15 16:00:00,Olivia
27.51631940991088/-82.32950123468633,88,78,91,0.0,,60.32,12.15,18.765,90.0,N40,N40,540,2027-09-15 16:00:00,Olivia
27.52844207484047/-82.73131060040626,88,78,91,0.0,,60.94,12.555000000000001,18.765,90.0,W70,W70,370,2027-09-15 16:00:00,Olivia
27.57521237910287/-82.58438613832386,88,78,91,0.0,,61.19,12.825000000000001,19.035,90.0,N10,N10,510,2027-09-15 16:00:00,Olivia
27.55013563136573/-82.17022585799779,88,77,91,0.0,,58.95,11.475000000000001,18.765,90.0,N50,N50,550,2027-09-15 16:00:00,Olivia
27.44964845888914/-82.63872640241588,88,77,91,0.0,,59.42,11.205000000000002,18.765,90.0,W50,W50,350,2027-09-15 16:00:00,Olivia
27.58244732780023/-82.47046351483293,88,78,91,0.0,,60.89,12.690000000000001,19.035,90.0,N30,N30,530,2027-09-15 16:00:00,Olivia
27.40958230929196/-82.56607332708364,88,77,91,0.0,,58.95,10.935,19.035,90.0,E30,E30,130,2027-09-15 16:00:00,Olivia
27.41355422392606/-82.42773936740639,88,77,91,0.0,,59.48,11.205000000000002,19.035,90.0,N80,N80,580,2027-09-15 16:00:00,Olivia
27.42519527588937/-82.593902809873,88,77,91,0.0,,59.09,10.935,19.035,90.0,W40,W40,340,2027-09-15 16:00:00,Olivia
27.42497082223545/-82.53885956314242,88,77,91,0.0,,59.08,10.935,19.035,90.0,E20,E20,120,2027-09-15 16:00:00,Olivia
27.48566734980852/-82.57935903047095,88,77,91,0.0,,59.5,11.340000000000002,19.035,90.0,W10,W10,310,2027-09-15 16:00:00,Olivia
27.4920066298147/-82.50196786939364,88,77,91,0.0,,59.6,11.475000000000001,19.035,90.0,E40,E40,140,2027-09-15 16:00:00,Olivia
27.43718857770742/-82.49526276632398,88,77,91,0.0,,59.23,11.07,19.035,90.0,E50,E50,150,2027-09-15 16:00:00,Olivia
27.45564167051887/-82.57125875181734,88,77,91,0.0,,59.2,11.07,19.035,90.0,W20,W20,320,2027-09-15 16:00:00,Olivia
27.50413881751056/-82.64579861863763,88,77,91,0.0,,60.07,11.880000000000003,18.765,90.0,W60,W60,360,2027-09-15 16:00:00,Olivia
27.4113915222411/-82.63641742330496,88,77,91,0.0,,59.25,11.07,18.765,90.0,W95,W95,395,2027-09-15 16:00:00,Olivia
27.48091629798749/-82.43623531900593,88,77,91,0.0,,59.74,11.61,19.035,90.0,N70,N70,570,2027-09-15 16:00:00,Olivia
27.34076849562474/-82.154246879885,88,76,92,0.0,,61.42,14.040000000000001,18.090000000000003,90.0,N60,N60,560,2027-09-15 16:00:00,Olivia
27.46814086298033/-82.70183801706406,88,77,91,0.0,,60.01,11.745,18.765,90.0,W90,W90,399,2027-09-15 16:00:00,Olivia
27.51337266681446/-82.7160042494716,88,78,91,0.0,,60.65,12.285,18.765,90.0,W80,W80,380,2027-09-15 16:00:00,Olivia
27.51337266681446/-82.7160042494716,88,78,91,0.0,,62.43,13.635,15.390000000000002,80.0,W80,W80,380,2027-09-15 14:40:00,Olivia
27.55013563136573/-82.17022585799779,88,77,91,0.0,,60.84,11.475000000000001,19.980000000000004,83.0,N50,N50,550,2027-09-15 14:40:00,Olivia
27.43756032249264/-82.56105489081881,88,77,91,0.0,,61.46,10.935,18.765,70.0,W30,W30,330,2027-09-15 14:40:00,Olivia
27.44964845888914/-82.63872640241588,88,77,91,0.0,,61.65,11.61,15.390000000000002,73.0,W50,W50,350,2027-09-15 14:40:00,Olivia
27.4079906908935/-82.49381870885438,88,77,91,0.0,,61.49,11.07,18.765,70.0,E60,E60,160,2027-09-15 14:40:00,Olivia
27.57521237910287/-82.52810297841918,88,78,91,0.0,,62.58,14.31,18.765,82.0,N20,N20,520,2027-09-15 14:40:00,Olivia
27.46814086298033/-82.70183801706406,88,77,91,0.0,,62.02,12.555000000000001,15.390000000000002,76.0,W90,W90,399,2027-09-15 14:40:00,Olivia
27.57521237910287/-82.58438613832386,88,78,91,0.0,,62.77,14.580000000000002,18.765,83.0,N10,N10,510,2027-09-15 14:40:00,Olivia
27.45564167051887/-82.57125875181734,88,77,91,0.0,,61.51,11.205000000000002,18.765,71.0,W20,W20,320,2027-09-15 14:40:00,Olivia
27.43718857770742/-82.49526276632398,88,77,91,0.0,,61.54,11.205000000000002,18.765,71.0,E50,E50,150,2027-09-15 14:40:00,Olivia
27.51631940991088/-82.32950123468633,88,78,91,0.0,,62.09,13.230000000000002,19.980000000000004,81.0,N40,N40,540,2027-09-15 14:40:00,Olivia
27.41355422392606/-82.42773936740639,88,77,91,0.0,,61.73,11.61,18.765,72.0,N80,N80,580,2027-09-15 14:40:00,Olivia
27.40958230929196/-82.56607332708364,88,77,91,0.0,,61.41,10.935,18.765,70.0,E30,E30,130,2027-09-15 14:40:00,Olivia
27.42519527588937/-82.593902809873,88,77,91,0.0,,61.47,11.07,18.765,70.0,W40,W40,340,2027-09-15 14:40:00,Olivia
27.48534636382016/-82.54659978322104,88,77,91,0.0,,61.67,11.61,18.765,73.0,E10,E10,110,2027-09-15 14:40:00,Olivia
27.48566734980852/-82.57935903047095,88,77,91,0.0,,61.7,11.745,18.765,73.0,W10,W10,310,2027-09-15 14:40:00,Olivia
27.34076849562474/-82.154246879885,88,76,92,0.0,,61.42,12.015,19.575000000000003,82.0,N60,N60,560,2027-09-15 14:40:00,Olivia
27.4113915222411/-82.63641742330496,88,77,91,0.0,,61.58,11.205000000000002,15.390000000000002,71.0,W95,W95,395,2027-09-15 14:40:00,Olivia
27.4920066298147/-82.50196786939364,88,77,91,0.0,,61.74,11.880000000000003,18.765,74.0,E40,E40,140,2027-09-15 14:40:00,Olivia
27.42497082223545/-82.53885956314242,88,77,91,0.0,,61.43,10.935,18.765,70.0,E20,E20,120,2027-09-15 14:40:00,Olivia
27.52844207484047/-82.73131060040626,88,78,91,0.0,,62.62,14.175,15.390000000000002,81.0,W70,W70,370,2027-09-15 14:40:00,Olivia
27.50413881751056/-82.64579861863763,88,77,91,0.0,,62.06,12.690000000000001,15.390000000000002,76.0,W60,W60,360,2027-09-15 14:40:00,Olivia
27.48091629798749/-82.43623531900593,88,77,91,0.0,,61.81,12.15,18.765,75.0,N70,N70,570,2027-09-15 14:40:00,Olivia
27.58244732780023/-82.47046351483293,88,78,91,0.0,,62.48,14.175,18.765,83.0,N30,N30,530,2027-09-15 14:40:00,Olivia
27.52844207484047/-82.73131060040626,89,78,91,0.0,,64.06,7.56,14.175,172.0,W70,W70,370,2027-09-15 13:20:00,Olivia
27.34076849562474/-82.154246879885,90,76,92,0.0,,57.52,6.345000000000001,19.575000000000003,240.0,N60,N60,560,2027-09-15 13:20:00,Olivia
27.51337266681446/-82.7160042494716,89,78,91,0.0,,64.23,7.290000000000001,14.175,182.0,W80,W80,380,2027-09-15 13:20:00,Olivia
27.57521237910287/-82.58438613832386,89,78,91,0.0,,63.88,7.695000000000001,18.090000000000003,162.0,N10,N10,510,2027-09-15 13:20:00,Olivia
27.48091629798749/-82.43623531900593,88,77,91,0.0,,64.35,7.290000000000001,18.090000000000003,207.0,N70,N70,570,2027-09-15 13:20:00,Olivia
27.48566734980852/-82.57935903047095,88,77,91,0.0,,64.91,6.615000000000001,18.090000000000003,223.0,W10,W10,310,2027-09-15 13:20:00,Olivia
27.58244732780023/-82.47046351483293,89,78,91,0.0,,63.08,8.64,18.090000000000003,156.0,N30,N30,530,2027-09-15 13:20:00,Olivia
27.50413881751056/-82.64579861863763,88,77,91,0.0,,64.57,7.0200000000000005,14.175,203.0,W60,W60,360,2027-09-15 13:20:00,Olivia
27.4079906908935/-82.49381870885438,88,77,91,0.0,,65.19,6.345000000000001,18.090000000000003,237.0,E60,E60,160,2027-09-15 13:20:00,Olivia
27.42519527588937/-82.593902809873,88,77,91,0.0,,65.2,6.345000000000001,18.090000000000003,238.0,W40,W40,340,2027-09-15 13:20:00,Olivia
27.46814086298033/-82.70183801706406,88,77,91,0.0,,64.59,7.0200000000000005,14.175,205.0,W90,W90,399,2027-09-15 13:20:00,Olivia
27.55013563136573/-82.17022585799779,88,77,91,0.0,,62.34,9.585,19.575000000000003,180.0,N50,N50,550,2027-09-15 13:20:00,Olivia
27.57521237910287/-82.52810297841918,89,78,91,0.0,,63.88,7.695000000000001,18.090000000000003,167.0,N20,N20,520,2027-09-15 13:20:00,Olivia
27.45564167051887/-82.57125875181734,88,77,91,0.0,,65.11,6.48,18.090000000000003,234.0,W20,W20,320,2027-09-15 13:20:00,Olivia
27.43756032249264/-82.56105489081881,88,77,91,0.0,,65.2,6.345000000000001,18.090000000000003,238.0,W30,W30,330,2027-09-15 13:20:00,Olivia
27.40958230929196/-82.56607332708364,88,77,91,0.0,,65.22,6.345000000000001,18.090000000000003,240.0,E30,E30,130,2027-09-15 13:20:00,Olivia
27.41355422392606/-82.42773936740639,88,77,91,0.0,,65.09,6.48,18.090000000000003,228.0,N80,N80,580,2027-09-15 13:20:00,Olivia
27.51631940991088/-82.32950123468633,89,78,91,0.0,,63.38,8.235,19.575000000000003,174.0,N40,N40,540,2027-09-15 13:20:00,Olivia
27.48534636382016/-82.54659978322104,88,77,91,0.0,,64.93,6.615000000000001,18.090000000000003,224.0,E10,E10,110,2027-09-15 13:20:00,Olivia
27.44964845888914/-82.63872640241588,88,77,91,0.0,,64.96,6.615000000000001,14.175,226.0,W50,W50,350,2027-09-15 13:20:00,Olivia
27.43718857770742/-82.49526276632398,88,77,91,0.0,,65.17,6.345000000000001,18.090000000000003,235.0,E50,E50,150,2027-09-15 13:20:00,Olivia
27.4920066298147/-82.50196786939364,88,77,91,0.0,,64.58,7.0200000000000005,18.090000000000003,215.0,E40,E40,140,2027-09-15 13:20:00,Olivia
27.42497082223545/-82.53885956314242,88,77,91,0.0,,65.21,6.345000000000001,18.090000000000003,239.0,E20,E20,120,2027-09-15 13:20:00,Olivia
27.4113915222411/-82.63641742330496,88,77,91,0.0,,65.15,6.345000000000001,14.175,233.0,W95,W95,395,2027-09-15 13:20:00,Olivia
27.40958230929196/-82.56607332708364,91,77,91,0.0,,53.55,10.935,19.305000000000003,130.0,E30,E30,130,2027-09-15 12:00:00,Olivia
27.4079906908935/-82.49381870885438,91,77,91,0.0,,53.78,10.8,19.305000000000003,128.0,E60,E60,160,2027-09-15 12:00:00,Olivia
27.57521237910287/-82.52810297841918,91,78,91,0.0,,55.99,10.395000000000001,19.305000000000003,98.0,N20,N20,520,2027-09-15 12:00:00,Olivia
27.48534636382016/-82.54659978322104,91,77,91,0.0,,54.14,10.8,19.305000000000003,123.0,E10,E10,110,2027-09-15 12:00:00,Olivia
27.42519527588937/-82.593902809873,91,77,91,0.0,,53.7,10.8,19.305000000000003,129.0,W40,W40,340,2027-09-15 12:00:00,Olivia
27.52844207484047/-82.73131060040626,91,78,91,0.0,,56.0,10.395000000000001,13.230000000000002,99.0,W70,W70,370,2027-09-15 12:00:00,Olivia
27.4113915222411/-82.63641742330496,91,77,91,0.0,,53.91,10.8,13.230000000000002,127.0,W95,W95,395,2027-09-15 12:00:00,Olivia
27.44964845888914/-82.63872640241588,91,77,91,0.0,,54.1,10.8,13.230000000000002,123.0,W50,W50,350,2027-09-15 12:00:00,Olivia
27.50413881751056/-82.64579861863763,91,77,91,0.0,,54.91,10.665000000000001,13.230000000000002,113.0,W60,W60,360,2027-09-15 12:00:00,Olivia
